Branch,Component,Gender,abdominalextensiondepthsitting,acromialheight,acromionradialelength,anklecircumference,thumbtipreach,tibialheight,tragiontopofhead,trochanterionheight,verticaltrunkcircumferenceusa,waistbacklength,waistbreadth,waistcircumference,waistdepth,waistfrontlengthsitting,waistheightomphalion,wristcircumference,wristheight,weight_kg,stature_m,BMI,BMI_class,Height_class,
1798,Combat Service Support,Army National Guard,Female,286,1419,326,191,813,455,114,880,1684,450,327,990,267,397,1036,164,840,89.3,1.699,30.93603861,Overweight,Normal
1799,Combat Service Support,Army National Guard,Female,214,1435,316,167,743,465,131,880,1661,448,279,800,198,367,1053,156,870,70.2,1.74,23.18668252,Normal,Tall
1800,Combat Service Support,Army National Guard,Female,213,1423,339,167,768,467,123,892,1629,445,322,879,209,387,1028,155,847,73.8,1.701,25.50631592,Overweight,Tall
1801,Combat Service Support,Army National Guard,Female,185,1392,335,153,774,476,132,911,1500,405,256,727,182,344,1054,156,824,60.1,1.707,20.62563983,Normal,Tall
1802,Combat Service Support,Army National Guard,Female,271,1289,301,190,708,426,127,784,1643,443,352,991,250,356,916,159,794,78.2,1.56,32.13346483,Overweight,Normal
1803,Combat Service Support,Army National Guard,Female,175,1214,282,143,673,387,125,747,1397,366,222,647,168,313,911,134,740,44.2,1.483,20.09740421,Normal,Small
1804,Combat Service Support,Army National Guard,Female,172,1306,307,146,731,439,107,832,1446,410,241,678,158,338,973,143,782,47.6,1.587,18.89962117,Normal,Normal
1805,Combat Service Support,Army National Guard,Female,220,1314,313,169,752,448,125,855,1507,401,288,846,229,320,966,145,752,64.2,1.579,25.74961666,Overweight,Normal
1806,Combat Support,Army National Guard,Female,235,1346,321,183,769,425,130,838,1613,444,289,850,221,343,992,153,801,73.7,1.659,26.77778904,Overweight,Normal
1807,Combat Service Support,Army National Guard,Female,247,1402,325,185,804,468,131,903,1595,442,295,851,226,344,1054,153,829,77.6,1.684,27.36387179,Overweight,Normal
1808,Combat Service Support,Army National Guard,Female,207,1315,312,165,710,425,116,809,1555,400,268,770,191,345,965,162,782,62,1.593,24.43206291,Normal,Normal
1809,Combat Service Support,Army National Guard,Female,224,1309,329,158,745,441,123,840,1453,390,288,843,203,348,975,157,741,64.6,1.589,25.5849589,Overweight,Normal
1810,Combat Service Support,Army National Guard,Female,217,1391,306,166,746,451,120,847,1642,441,309,856,191,332,1005,161,876,69.7,1.683,24.60733299,Normal,Normal
1811,Combat Service Support,Army Reserve,Female,218,1399,331,168,737,454,128,874,1646,381,272,795,196,363,1052,162,829,72.4,1.704,24.93442659,Normal,Tall
1812,Combat Support,Army National Guard,Female,227,1448,334,163,783,471,132,910,1624,460,307,883,221,396,1048,160,898,69.7,1.736,23.12774746,Normal,Tall
1813,Combat Service Support,Army National Guard,Female,204,1348,311,172,757,459,118,881,1479,405,275,768,183,304,1023,160,803,62,1.633,23.24980528,Normal,Normal
1814,Combat Support,Army National Guard,Female,227,1437,345,178,837,495,119,949,1645,431,306,857,215,346,1123,170,824,88.4,1.724,29.74251861,Overweight,Tall
1815,Combat Support,Army National Guard,Female,255,1217,299,186,678,390,126,746,1570,415,351,982,248,321,885,153,733,71.2,1.487,32.200162,Overweight,Small
1816,Combat Support,Army National Guard,Female,249,1287,310,163,717,415,125,803,1613,431,300,915,232,366,913,168,778,68.4,1.56,28.10650888,Overweight,Normal
1817,Combat Arms,Army National Guard,Female,245,1293,309,151,717,430,123,819,1534,425,325,920,233,330,948,151,776,62.3,1.561,25.56714536,Overweight,Normal
1818,Combat Support,Army National Guard,Female,227,1343,318,154,748,435,119,821,1550,415,295,816,208,344,971,146,785,61.4,1.618,23.45369843,Normal,Normal
1819,Combat Service Support,Army National Guard,Female,186,1303,288,152,700,427,115,812,1528,402,248,667,163,310,978,144,807,55.1,1.604,21.41622254,Normal,Normal
1820,Combat Support,Army National Guard,Female,301,1383,330,237,872,454,130,880,1722,468,415,1198,339,342,1005,163,815,112.1,1.658,40.77899892,Overweight,Normal
1821,Combat Support,Army National Guard,Female,235,1356,315,163,678,423,126,825,1683,444,315,882,206,366,988,159,829,74.9,1.658,27.24662818,Overweight,Normal
1822,Combat Arms,Army National Guard,Female,250,1319,315,177,712,427,124,815,1576,435,298,870,229,369,941,156,799,70.9,1.591,28.00953351,Overweight,Normal
1823,Combat Service Support,Army National Guard,Female,192,1339,322,145,711,438,123,844,1574,428,298,780,188,357,989,153,808,58.8,1.638,21.91540653,Normal,Normal
1824,Combat Service Support,Army National Guard,Female,267,1435,339,193,806,478,133,918,1733,455,352,1016,257,378,1064,167,846,87.6,1.751,28.57141925,Overweight,Tall
1825,Combat Service Support,Army National Guard,Female,190,1284,296,155,689,419,123,807,1549,433,275,753,182,353,946,154,771,59.7,1.587,23.70393664,Normal,Normal
1826,Combat Support,Army National Guard,Female,245,1284,304,167,669,405,126,773,1568,405,323,937,221,345,913,154,782,68,1.54,28.67262608,Overweight,Small
1827,Combat Service Support,Army National Guard,Female,271,1289,289,184,690,414,127,797,1589,460,321,946,253,396,896,148,789,70.7,1.576,28.46472468,Overweight,Normal
1828,Combat Service Support,Army National Guard,Female,204,1427,332,165,821,464,112,883,1578,430,270,745,180,357,1066,160,839,68.6,1.737,22.73654542,Normal,Tall
1829,Combat Service Support,Army National Guard,Female,212,1274,300,163,758,426,121,813,1503,397,287,826,207,353,946,155,738,62.4,1.573,25.21895835,Overweight,Normal
1830,Combat Service Support,Army National Guard,Female,203,1339,310,157,720,437,115,824,1578,455,291,805,190,349,968,152,810,61,1.622,23.18612299,Normal,Normal
1831,Combat Service Support,Army National Guard,Female,189,1307,301,160,722,427,122,833,1485,380,268,773,175,334,977,143,804,58.2,1.588,23.07926578,Normal,Normal
1832,Combat Service Support,Army National Guard,Female,178,1266,287,140,669,406,120,790,1483,357,219,624,157,304,949,140,777,48.9,1.548,20.4064259,Normal,Small
1833,Combat Service Support,Army National Guard,Female,240,1364,314,164,719,448,125,843,1629,438,308,865,222,384,984,157,837,69.6,1.662,25.19690512,Overweight,Normal
1834,Combat Service Support,Army National Guard,Female,231,1427,321,166,756,485,127,922,1632,425,306,895,218,360,1066,170,869,79.5,1.718,26.93523752,Overweight,Tall
1835,Combat Service Support,Army National Guard,Female,223,1255,293,167,652,390,114,767,1540,410,283,805,198,345,904,153,750,60,1.519,26.00373327,Overweight,Small
1836,Combat Support,Army National Guard,Female,226,1293,306,169,739,432,111,814,1516,417,283,826,211,330,960,154,760,64,1.573,25.86559831,Overweight,Normal
1837,Combat Service Support,Army National Guard,Female,267,1275,307,164,724,411,122,792,1561,418,303,883,226,332,927,149,757,71.2,1.566,29.03330512,Overweight,Normal
1838,Combat Service Support,Army National Guard,Female,186,1261,282,144,713,404,112,797,1436,405,237,696,180,338,928,135,759,47.5,1.529,20.31789159,Normal,Small
1839,Combat Service Support,Army National Guard,Female,217,1288,300,180,708,404,123,806,1564,401,300,820,206,351,962,148,783,73.5,1.585,29.25693359,Overweight,Normal
1840,Combat Service Support,Army National Guard,Female,204,1308,293,155,672,425,122,815,1504,428,259,730,199,362,960,157,798,54.6,1.611,21.03786006,Normal,Normal
1841,Combat Service Support,Army National Guard,Female,197,1328,303,157,698,423,123,825,1559,405,283,770,191,330,967,147,812,56.2,1.61,21.6812623,Normal,Normal
1842,Combat Support,Army National Guard,Female,200,1253,292,150,681,410,132,767,1527,412,300,830,193,330,923,158,753,58.2,1.541,24.50855504,Normal,Small
1843,Combat Service Support,Army National Guard,Female,258,1448,332,165,823,504,122,941,1659,400,313,870,224,384,1109,161,852,81.2,1.766,26.03602205,Overweight,Tall
1844,Combat Service Support,Army National Guard,Female,204,1330,319,143,727,438,124,855,1455,405,275,738,173,345,992,146,784,51.8,1.626,19.59244685,Normal,Normal
1845,Combat Service Support,Army National Guard,Female,186,1358,305,150,696,437,127,862,1521,435,250,706,170,342,982,142,839,52.3,1.644,19.3507616,Normal,Normal
1846,Combat Service Support,Army National Guard,Female,245,1374,304,168,728,460,133,872,1619,460,307,865,229,395,974,161,832,75.6,1.679,26.81763053,Overweight,Normal
1847,Combat Service Support,Army National Guard,Female,188,1460,328,163,794,477,120,913,1614,460,292,812,175,374,1053,158,907,67.4,1.743,22.18529063,Normal,Tall
1848,Combat Service Support,Army National Guard,Female,177,1350,323,149,723,437,126,822,1569,420,248,670,164,330,1014,152,807,55.2,1.658,20.08029207,Normal,Normal
1849,Combat Support,Army National Guard,Female,237,1337,309,166,786,426,121,827,1601,433,330,900,234,357,960,162,800,69,1.61,26.61934339,Overweight,Normal
1850,Combat Arms,Army National Guard,Female,218,1380,302,155,708,449,134,854,1606,463,306,840,211,368,1007,154,847,63.6,1.675,22.66874582,Normal,Normal
1851,Combat Service Support,Army National Guard,Female,178,1352,314,168,712,434,115,861,1544,429,294,784,174,372,993,152,829,64.1,1.637,23.91997221,Normal,Normal
1852,Combat Service Support,Army National Guard,Female,245,1325,302,165,722,435,128,839,1574,471,330,933,228,363,963,154,803,70.1,1.628,26.44899758,Overweight,Normal
1853,Combat Service Support,Army National Guard,Female,272,1352,311,190,760,431,117,842,1670,440,346,978,255,357,994,167,838,79.3,1.645,29.30497686,Overweight,Normal
1854,Combat Service Support,Army National Guard,Female,243,1319,292,173,735,412,123,793,1570,428,318,883,209,364,951,152,801,66,1.595,25.94314128,Overweight,Normal
1855,Combat Service Support,Army National Guard,Female,271,1435,339,189,778,451,130,855,1772,475,351,1032,264,386,1031,169,870,93.1,1.731,31.07102248,Overweight,Tall
1856,Combat Service Support,Army National Guard,Female,227,1282,303,165,752,432,120,791,1543,452,331,912,223,351,931,150,750,66.1,1.567,26.91928166,Overweight,Normal
1857,Combat Support,Army National Guard,Female,182,1320,310,147,713,428,128,845,1480,400,241,672,167,390,989,140,764,51,1.628,19.24249467,Normal,Normal
1858,Combat Support,Army National Guard,Female,244,1364,328,158,747,452,125,863,1602,446,298,877,219,356,1016,160,815,68.6,1.688,24.07571708,Normal,Normal
1859,Combat Service Support,Army National Guard,Female,242,1421,333,172,783,453,120,888,1683,490,351,932,238,392,1027,151,835,83.9,1.706,28.82729598,Overweight,Tall
1860,Combat Support,Army National Guard,Female,235,1260,302,164,707,405,130,795,1507,408,275,840,221,363,894,150,720,65.2,1.543,27.38518906,Overweight,Small
1861,Combat Service Support,Army National Guard,Female,290,1385,327,196,754,461,126,847,1576,473,341,1032,280,399,991,162,827,92,1.665,33.18633949,Overweight,Normal
1862,Combat Support,Army National Guard,Female,208,1379,307,167,739,452,131,823,1611,442,275,783,177,357,1012,162,836,66.7,1.69,23.35352404,Normal,Normal
1863,Combat Service Support,Army National Guard,Female,187,1203,271,151,673,391,122,733,1412,375,233,668,163,319,884,137,735,46.4,1.471,21.44335004,Normal,Small
1864,Combat Support,Army National Guard,Female,242,1328,316,159,716,432,131,814,1557,438,300,882,223,345,963,152,797,62.7,1.616,24.00959465,Normal,Normal
1865,Combat Service Support,Army National Guard,Female,188,1433,359,153,777,487,130,923,1567,415,263,727,165,363,1113,153,828,59.3,1.753,19.29704729,Normal,Tall
1866,Combat Support,Army National Guard,Female,187,1316,299,149,694,428,118,817,1473,438,256,698,163,328,969,148,805,50.8,1.626,19.21421428,Normal,Normal
1867,Combat Service Support,Army National Guard,Female,196,1392,314,163,724,445,130,867,1590,462,324,866,192,377,1001,160,843,72.7,1.698,25.21500386,Overweight,Normal
1868,Combat Service Support,Army National Guard,Female,226,1255,306,153,698,390,123,764,1535,420,274,777,203,363,898,153,733,58.3,1.545,24.42370733,Normal,Small
1869,Combat Service Support,Army National Guard,Female,195,1436,322,167,755,461,124,889,1658,442,280,785,188,378,1058,163,884,66.9,1.759,21.6219291,Normal,Tall
1870,Combat Support,Army National Guard,Female,277,1429,331,183,833,487,135,894,1673,524,349,1055,254,363,1028,157,853,84.2,1.732,28.06831334,Overweight,Tall
1871,Combat Service Support,Army National Guard,Female,230,1280,317,163,709,426,121,833,1464,447,292,830,202,328,934,154,743,60.1,1.587,23.86275699,Normal,Normal
1872,Combat Service Support,Army National Guard,Female,202,1303,316,153,727,426,120,833,1521,410,273,773,193,343,991,153,764,60.9,1.605,23.64107491,Normal,Normal
1873,Combat Service Support,Army National Guard,Female,247,1265,283,180,641,401,110,772,1564,397,307,872,223,344,913,151,788,68.7,1.53,29.34768679,Overweight,Small
1874,Combat Service Support,Army National Guard,Female,198,1294,307,153,718,418,121,813,1510,398,261,715,183,330,975,136,777,54.9,1.598,21.49902647,Normal,Normal
1875,Combat Support,Army National Guard,Female,183,1243,267,134,665,422,110,775,1476,390,232,674,163,321,947,140,766,45.2,1.524,19.46115003,Normal,Small
1876,Combat Service Support,Army National Guard,Female,303,1358,302,168,774,445,132,843,1690,486,378,1066,282,390,964,163,818,83.5,1.683,29.47937309,Overweight,Normal
1877,Combat Service Support,Army National Guard,Female,235,1287,312,167,735,435,118,829,1480,390,291,822,221,353,958,154,753,64.1,1.577,25.77476076,Overweight,Normal
1878,Combat Support,Army National Guard,Female,203,1295,312,157,692,426,127,770,1580,430,263,749,185,337,928,154,799,58.8,1.583,23.46472649,Normal,Normal
1879,Combat Support,Army National Guard,Female,205,1278,290,147,673,412,124,794,1524,430,266,750,180,327,947,160,774,56.3,1.582,22.49548892,Normal,Normal
1880,Combat Support,Army National Guard,Female,243,1296,308,164,669,413,128,802,1547,397,311,895,218,360,936,160,784,70.2,1.569,28.51617196,Overweight,Normal
1881,Combat Service Support,Army National Guard,Female,243,1344,336,180,786,460,122,888,1539,445,301,876,236,346,1022,168,782,77.9,1.651,28.57875538,Overweight,Normal
1882,Combat Service Support,Army National Guard,Female,248,1188,271,169,678,394,132,741,1473,412,305,902,226,317,857,159,725,62.6,1.463,29.24729334,Overweight,Small
1883,Combat Service Support,Army National Guard,Female,294,1380,315,203,750,443,124,845,1755,475,395,1113,293,382,974,183,863,99.2,1.659,36.04283138,Overweight,Normal
1884,Combat Service Support,Army National Guard,Female,201,1305,305,168,756,432,128,808,1514,388,282,784,184,335,972,151,778,62.6,1.596,24.57585065,Normal,Normal
1885,Combat Support,Army National Guard,Female,261,1318,294,170,708,414,128,789,1656,420,299,903,237,360,948,153,794,71.3,1.6,27.8515625,Overweight,Normal
1886,Combat Support,Army National Guard,Female,195,1269,285,150,702,434,114,809,1465,410,250,715,186,333,940,146,745,52.8,1.557,21.77994092,Normal,Normal
1887,Combat Service Support,Army National Guard,Female,200,1295,296,139,709,436,122,827,1463,391,274,783,180,342,967,149,764,55.2,1.565,22.53774153,Normal,Normal
1888,Combat Service Support,Army National Guard,Female,228,1260,294,169,699,413,127,776,1538,380,287,827,212,363,909,163,750,62.2,1.525,26.74549852,Overweight,Small
1889,Combat Service Support,Army National Guard,Female,237,1313,314,159,722,445,117,851,1483,422,312,860,217,341,995,156,767,61.2,1.613,23.52245722,Normal,Normal
1890,Combat Service Support,Army National Guard,Female,170,1388,294,147,727,448,120,844,1545,448,263,727,165,365,992,146,868,52.9,1.674,18.87751242,Normal,Normal
1891,Combat Service Support,Army National Guard,Female,257,1328,305,167,673,431,117,807,1682,455,309,923,246,362,957,158,812,74.8,1.614,28.71405561,Overweight,Normal
1892,Combat Service Support,Army National Guard,Female,216,1260,305,152,687,428,120,787,1547,402,293,815,200,338,942,148,766,58.2,1.558,23.9766265,Normal,Normal
1893,Combat Service Support,Army National Guard,Female,215,1440,334,177,798,495,118,893,1637,472,323,907,226,397,1067,167,863,79,1.774,25.10266673,Overweight,Tall
1894,Combat Service Support,Army National Guard,Female,213,1342,303,150,693,446,126,841,1528,410,271,785,192,335,997,147,843,61.8,1.633,23.17480591,Normal,Normal
1895,Combat Support,Army National Guard,Female,265,1338,310,162,716,415,120,819,1612,455,348,1004,242,378,938,153,803,71.6,1.611,27.58810952,Overweight,Normal
1896,Combat Service Support,Army National Guard,Female,209,1464,356,153,779,510,126,944,1598,436,315,858,202,334,1119,153,838,69.2,1.768,22.13816261,Normal,Tall
1897,Combat Service Support,Army National Guard,Female,217,1284,313,169,717,433,122,811,1476,391,286,850,210,340,948,147,761,63.5,1.578,25.50114775,Overweight,Normal
1898,Combat Service Support,Army National Guard,Female,265,1345,314,173,722,440,120,852,1570,410,322,901,239,330,1011,150,803,70.4,1.619,26.85832728,Overweight,Normal
1899,Combat Service Support,Army National Guard,Female,227,1353,317,162,757,440,129,838,1605,455,313,890,208,366,1004,166,809,66.8,1.681,23.63964964,Normal,Normal
1900,Combat Service Support,Army National Guard,Female,190,1321,306,149,665,425,122,801,1534,402,275,728,172,368,971,141,801,53.5,1.613,20.56293237,Normal,Normal
1901,Combat Service Support,Army National Guard,Female,209,1297,290,151,705,402,130,805,1556,403,291,808,193,349,959,153,797,61.5,1.575,24.79213908,Normal,Normal
1902,Combat Service Support,Army National Guard,Female,265,1356,311,183,720,436,133,836,1661,435,317,918,236,393,995,150,820,75.1,1.648,27.65193468,Overweight,Normal
1903,Combat Service Support,Army National Guard,Female,187,1287,295,153,734,423,112,798,1459,415,247,690,166,320,956,146,763,54.6,1.59,21.59724694,Normal,Normal
